page,group,subgroup,nreview,user,role,postcount,datecreated,hourcreated,message,reply
1,Honda,Honda Accord,190,gt0279a,Member,13,2020-01-23,17:38:49,"Hi, Looking at a 2020 2.0T Sport w/ ManualCould I get the MF / Residual for 36m/10K and 36m/12K? Zip is 30022 Thanks!I was quoted a discount already off MSRP, are the incentives (if, any) separate? ",No
1,Honda,Honda Accord,191,kyfdx,Moderator,217095,2020-01-23,20:18:05,"gt0279a said:Hi, Looking at a 2020 2.0T Sport w/ ManualCould I get the MF / Residual for 36m/10K and 36m/12K? Zip is 30022 Thanks!I was quoted a discount already off MSRP, are the incentives (if, any) separate?36/12.00200 MF and 58% residual$500 Honda to dealer incentive (that will already be in the price offered) ",Yes
1,Honda,Honda Accord,192,NickyC,Member,1,2020-01-24,01:01:50,"Looking for MF and residual please2020 Accord LX 36 month, 10k mile in 07076 NJ ",No
1,Honda,Honda Accord,193,car_buyer80,Member,18,2020-01-24,02:03:32,"Can you please provide RV, MF and incentives for 2020 Accord Sports 36/12 in 08810? ",No
1,Honda,Honda Accord,194,Michaell,Moderator,219539,2020-01-24,06:06:04,"NickyC said:Looking for MF and residual please2020 Accord LX 36 month, 10k mile in 07076 NJ .00127 and 59%$500 incentive ",Yes
1,Honda,Honda Accord,195,Michaell,Moderator,219539,2020-01-24,06:06:14,"car_buyer80 said:Can you please provide RV, MF and incentives for 2020 Accord Sports 36/12 in 08810?1.5T or 2.0T? ",Yes
1,Honda,Honda Accord,196,car_buyer80,Member,18,2020-01-24,12:25:13,"I’m sorry. 2020 Accord Sport 1.5T 36/12 in 08810. MF, RV and incentive.Thank you ",No
1,Honda,Honda Accord,197,kyfdx,Moderator,217095,2020-01-24,14:22:47,"car_buyer80 said:I’m sorry. 2020 Accord Sport 1.5T 36/12 in 08810. MF, RV and incentive.Thank you.00127 MF and 59% residual$500 incentive ",Yes
1,Honda,Honda Accord,198,mic_crispy,Member,39,2020-01-25,00:19:18,"Can i please get the MF/Residual for a 2020 Accord Touring, EX-L and Sport. AT/2.0T.36/10k, 33602Thank you! ",No
1,Honda,Honda Accord,199,Michaell,Moderator,219539,2020-01-25,05:48:47,"mic_crispy said:Can i please get the MF/Residual for a 2020 Accord Touring, EX-L and Sport. AT/2.0T.36/10k, 33602Thank you!36/12.00127 and 57% / 56% / 58% for Touring / EX-L / Sport$500 incentives ",Yes
1,Honda,Honda Accord,200,quattro5,Member,39,2020-01-25,17:55:33,Car fever striking....ugh...Can I get lease info on a 2020 Accord sport 2.0T?Zip - 71106 Louisiana36/12Thank you guys for always doing this. You have helped me several times over the past several years. ,No
1,Honda,Honda Accord,201,kyfdx,Moderator,217095,2020-01-25,19:17:56,quattro5 said:Car fever striking....ugh...Can I get lease info on a 2020 Accord sport 2.0T?Zip - 71106 Louisiana36/12Thank you guys for always doing this. You have helped me several times over the past several years..00200 MF and 58% residual$500 incentive ,Yes
1,Honda,Honda Accord,202,joe1026,Member,9,2020-01-25,19:25:24,"Can you please provide feedback on this deal:2020 Accord Sport 1.5T Zip 33066.36/15 no money down, no fees, first lease payment made by dealer, basically sign and drive.Dealer buying my current (36/15) 2017 Accord Sport lease with 40,000 miles on it and 4 payments remaining.Monthly lease payment including tax $339Could you also please provide MF, Residual, an incentives/loyalty.Thank you! ",No
1,Honda,Honda Accord,203,kyfdx,Moderator,217095,2020-01-25,19:40:25,"joe1026 said:Can you please provide feedback on this deal:2020 Accord Sport 1.5T Zip 33066.36/15 no money down, no fees, first lease payment made by dealer, basically sign and drive.Dealer buying my current (36/15) 2017 Accord Sport lease with 40,000 miles on it and 4 payments remaining.Monthly lease payment including tax $339Could you also please provide MF, Residual, an incentives/loyalty.Thank you!.00127 MF and 57% residual$500 incentiveMSRP?Selling price?Adjusted CAP cost?What is the payment on your current Accord? ",Yes
1,Honda,Honda Accord,204,joe1026,Member,9,2020-01-25,20:08:38,Thanks for your quick reply!My current payment is $325/month.I’m getting all the other information from the dealer... ,No
1,Honda,Honda Accord,205,WilC2020,Member,1,2020-01-25,23:31:05,"Hi, Can i please have the money factor, Residual, and Incentive or lease credits for a New 2020 Honda Accord LX 1.5 with 12k/36m in 90062Thank you. ",No
1,Honda,Honda Accord,206,Highyatoy,Member,92,2020-01-26,01:48:26,Hello! Could I please get the MF and Residuals for the 2020 EX-L in both the 1.5T and 2.0T configurations? 36/15 term in zip code 44138. Thanks! ,No
1,Honda,Honda Accord,207,Michaell,Moderator,219539,2020-01-26,05:42:27,"WilC2020 said:Hi, Can i please have the money factor, Residual, and Incentive or lease credits for a New 2020 Honda Accord LX 1.5 with 12k/36m in 90062Thank you..00127 and 58%$500 incentive ",Yes
1,Honda,Honda Accord,208,Michaell,Moderator,219539,2020-01-26,05:43:57,Highyatoy said:Hello! Could I please get the MF and Residuals for the 2020 EX-L in both the 1.5T and 2.0T configurations? 36/15 term in zip code 44138. Thanks!.00127 and 55% / 54% for 1.5T / 2.0T$500 incentives ,Yes
1,Honda,Honda Accord,209,kyfdx,Moderator,217095,2020-01-26,15:03:26,joe1026 said:Thanks for your quick reply!My current payment is $325/month.I’m getting all the other information from the dealer...Why lease now for a higher payment?Seems like you could do better in four months. 2020 models aren't going away.  ,Yes
1,Honda,Honda Accord,210,gt0279a,Member,13,2020-01-26,15:47:17,"kyfdx said: gt0279a said:Hi, Looking at a 2020 2.0T Sport w/ ManualCould I get the MF / Residual for 36m/10K and 36m/12K? Zip is 30022 Thanks!I was quoted a discount already off MSRP, are the incentives (if, any) separate?36/12.00200 MF and 58% residual$500 Honda to dealer incentive (that will already be in the price offered)Thanks. Is there a reason the MF is so much higher? .00127 seems to be the norm. If it’s because I asked for a 6spd, why would Honda purposely make it more expensive than the auto? ",Yes
1,Honda,Honda Accord,211,kyfdx,Moderator,217095,2020-01-26,20:50:52,"gt0279a said: kyfdx said: gt0279a said:Hi, Looking at a 2020 2.0T Sport w/ ManualCould I get the MF / Residual for 36m/10K and 36m/12K? Zip is 30022 Thanks!I was quoted a discount already off MSRP, are the incentives (if, any) separate?36/12.00200 MF and 58% residual$500 Honda to dealer incentive (that will already be in the price offered)Thanks. Is there a reason the MF is so much higher? .00127 seems to be the norm. If it’s because I asked for a 6spd, why would Honda purposely make it more expensive than the auto?Region A or Region B. GA is a Region B state.Transmission has no effect on the numbers. ",Yes
1,Honda,Honda Accord,212,nyorkr23,Member,6,2020-01-27,02:31:45,"Hello, can you provide the MF and RV and incentives for 2020 Accord Sport and EX in 11415? ",No
1,Honda,Honda Accord,213,Michaell,Moderator,219539,2020-01-27,05:09:17,"nyorkr23 said:Hello, can you provide the MF and RV and incentives for 2020 Accord Sport and EX in 11415?1.5T or 2.0T for the Sport? ",Yes
1,Honda,Honda Accord,214,nyorkr23,Member,6,2020-01-27,06:10:19,1.5T please. ,No
1,Honda,Honda Accord,215,Michaell,Moderator,219539,2020-01-27,06:53:22,"nyorkr23 said:Hello, can you provide the MF and RV and incentives for 2020 Accord Sport and EX in 11415?nyorkr23 said:1.5T please.36/15.00127 and 57% / 55% for Sport / EX$500 incentives ",Yes
1,Honda,Honda Accord,216,Chadn103,Member,2,2020-01-27,13:19:32,"May I have the MF , residual and incentives on a 2019-2020 accord sport 2.0 and 1.5 Zip code 92399 and 36/ 12k ",No
1,Honda,Honda Accord,217,Michaell,Moderator,219539,2020-01-27,15:54:28,"Chadn103 said:May I have the MF , residual and incentives on a 2019-2020 accord sport 2.0 and 1.5 Zip code 92399 and 36/ 12kThe 2019 Accord lease programs have ended.2020.00127 and 59% / 58% for 1.5T / 2.0T$500 incentive ",Yes
1,Honda,Honda Accord,218,joe1026,Member,9,2020-01-28,02:35:26,"Can you please provide feedback on this deal:2020 Accord Sport 1.5T Zip 33066.36/15 no money down, no fees, first lease payment made by dealer, basically sign and drive.Dealer buying my current (36/15) 2017 Accord Sport lease with 40,000 miles on it and 4 $325 payments remaining.Current monthly lease payment including tax $325New monthly lease payment including tax $339MSRP $27,460Cap Cost $25,190.40Thank you! ",No
1,Honda,Honda Accord,219,joe1026,Member,9,2020-01-28,03:25:24,"""Why lease now for a higher payment?Seems like you could do better in four months. 2020 models aren't going away.""Currently being out of warranty, also not sure if lease turn in inspection would require new tires due to wear.One payment free month is nice as well. ",No
1,Honda,Honda Accord,220,joe1026,Member,9,2020-01-28,03:35:37,BTW thanks for all your help!!! ,No
1,Honda,Honda Accord,221,Michaell,Moderator,219539,2020-01-28,05:11:50,"joe1026 said:""Why lease now for a higher payment?Seems like you could do better in four months. 2020 models aren't going away.""Currently being out of warranty, also not sure if lease turn in inspection would require new tires due to wear.One payment free month is nice as well.Not sure why you need us? If you could post a copy of the lease worksheet, we might be able to comment - my guess is those four payments are finding their way into your new deal.joe1026 said:BTW thanks for all your help!!!Haven't been a lot of help - yet. ",Yes
1,Honda,Honda Accord,222,nyorkr23,Member,6,2020-01-28,19:22:50,"Michaell said: nyorkr23 said:Hello, can you provide the MF and RV and incentives for 2020 Accord Sport and EX in 11415?nyorkr23 said:1.5T please.36/15.00127 and 57% / 55% for Sport / EX$500 incentivesDo you have the numbers for 36/12? ",Yes
1,Honda,Honda Accord,223,kyfdx,Moderator,217095,2020-01-28,20:08:52,"nyorkr23 said: Michaell said: nyorkr23 said:Hello, can you provide the MF and RV and incentives for 2020 Accord Sport and EX in 11415?nyorkr23 said:1.5T please.36/15.00127 and 57% / 55% for Sport / EX$500 incentivesDo you have the numbers for 36/12?+2% ",Yes
1,Honda,Honda Accord,224,Dbot1738,Member,2,2020-01-29,06:02:06,"Hi, can I please have the mf and residual for a 2020 Accord Touring 2.0T And touring hybrid with 12k / 36m in 94402? ",No
1,Honda,Honda Accord,225,Michaell,Moderator,219539,2020-01-29,06:56:50,"Dbot1738 said:Hi, can I please have the mf and residual for a 2020 Accord Touring 2.0T And touring hybrid with 12k / 36m in 94402?Gas - .00127 and 57%; $500 incentivesHyb - .00215 and 54%; no incentives ",Yes
1,Honda,Honda Accord,226,cowboydude01,Member,1,2020-01-29,17:42:52,"Can I get the MF, residual, and any lease credit or incentives on a 2020 Accord EX-L 1.5L with 12k/36m OR 15k/36m in 75007? Thank you! ",No
1,Honda,Honda Accord,227,kyfdx,Moderator,217095,2020-01-29,19:22:18,"cowboydude01 said:Can I get the MF, residual, and any lease credit or incentives on a 2020 Accord EX-L 1.5L with 12k/36m OR 15k/36m in 75007? Thank you!36/15.00200 MF and 55% residual. $500 incentive ",Yes
1,Honda,Honda Accord,228,ravimitian,Member,6,2020-01-29,20:05:08,"Can I get the MF, RV and lease incentives for 2020 Accord Sport 2.0T ? Lease term is 36mos/12k and zipcode is 27560. ",No
1,Honda,Honda Accord,229,shoba2017,Member,15,2020-01-29,22:27:02,"Hi, just got a quote of $355/month (including taxes) for a 2020 Accord Sport 2.0T. 10,000 miles, 36 months, $2000 down. Zip 91364. MSRP listed as $32,315. Is this a good deal? ",No
1,Honda,Honda Accord,230,Michaell,Moderator,219539,2020-01-30,05:22:49,"ravimitian said:Can I get the MF, RV and lease incentives for 2020 Accord Sport 2.0T ? Lease term is 36mos/12k and zipcode is 27560. .00200 and 58%$500 incentives ",Yes
1,Honda,Honda Accord,231,Michaell,Moderator,219539,2020-01-30,05:25:25,"shoba2017 said:Hi, just got a quote of $355/month (including taxes) for a 2020 Accord Sport 2.0T. 10,000 miles, 36 months, $2000 down. Zip 91364. MSRP listed as $32,315. Is this a good deal? 36/12.00127 and 58%$500 incentivesIf your dealer is quoting 10K per year, it's likely not a Honda sponsored lease, and we won't have those numbers to confirm the MF and RV.If you know the selling price, we can run the lease through Honda Finance and see what that payment works out to be. ",Yes
1,Honda,Honda Accord,232,mard71,Member,57,2020-01-30,14:56:15,"Hi,What are the January MF and residual value for 2020 Accord Touring 2.0T?Zip code: 1180336 months 10K (does Honda do 10K?)36 months 12KLoyalty and other incentives for current Honda owner (2016 Pilot)?Thanks! ",No
1,Honda,Honda Accord,233,kyfdx,Moderator,217095,2020-01-30,18:04:31,"mard71 said:Hi,What are the January MF and residual value for 2020 Accord Touring 2.0T?Zip code: 1180336 months 10K (does Honda do 10K?)36 months 12KLoyalty and other incentives for current Honda owner (2016 Pilot)?Thanks!36/10.00127 MF and 58% residual$500 incentiveHonda does offer 10K/yr in the NY tri-state area ",Yes
1,Honda,Honda Accord,234,jbakker7,Member,10,2020-02-01,02:20:04,"Hello, May I please get the MF and Res for 2020 Accord 2.0T Sport zip 92708. Thx ",No
1,Honda,Honda Accord,235,jbakker7,Member,10,2020-02-01,02:20:43,15K/3Yr. Thx ,No
1,Honda,Honda Accord,236,Michaell,Moderator,219539,2020-02-01,04:30:56,"jbakker7 said:Hello, May I please get the MF and Res for 2020 Accord 2.0T Sport zip 92708. Thxjbakker7 said:15K/3Yr. Thx.00127 and 56%$500 incentive ",Yes
1,Honda,Honda Accord,237,quattro5,Member,39,2020-02-01,21:17:53,Are the January residuals and money factors in effect through Monday (February 3rd)? ,No
1,Honda,Honda Accord,238,kyfdx,Moderator,217095,2020-02-01,22:05:55,quattro5 said:Are the January residuals and money factors in effect through Monday (February 3rd)?Through March 2nd ,Yes
1,Honda,Honda Accord,239,quattro5,Member,39,2020-02-01,23:00:02,Ah great. Gives me time to figure out. Thank you! ,No
1,Honda,Honda Accord,240,dgibson9503,Member,45,2020-02-02,16:44:39,"Could I get the MF, RV and incentives for the 2020 Honda Accord 1.5T Sport 36/12 for area code 28146? Thanks in advance! ",No
1,Honda,Honda Accord,241,kyfdx,Moderator,217095,2020-02-02,19:27:48,"dgibson9503 said:Could I get the MF, RV and incentives for the 2020 Honda Accord 1.5T Sport 36/12 for area code 28146? Thanks in advance!.00200 MF and 59% residual$500 incentive ",Yes
1,Honda,Honda Accord,242,Zingking,Member,11,2020-02-03,02:29:17,"Hi there,May I request for the MF, Residual on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively? Zip: 92504 ",No
1,Honda,Honda Accord,243,Michaell,Moderator,219539,2020-02-03,04:54:07,"Zingking said:Hi there,May I request for the MF, Residual on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively? Zip: 9250436/15.00127 and 56% / 57% / 55%$500 incentive ",Yes
1,Honda,Honda Accord,244,Zingking,Member,11,2020-02-03,17:39:09,"Michaell said: Zingking said:Hi there,May I request for the MF, Residual on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively? Zip: 9250436/15.00127 and 56% / 57% / 55%$500 incentiveThank you Michaell for the reply. May I assume 2%+ on residual based on 36/12? ",Yes
1,Honda,Honda Accord,245,kyfdx,Moderator,217095,2020-02-03,17:40:29,"Zingking said: Michaell said: Zingking said:Hi there,May I request for the MF, Residual on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively? Zip: 9250436/15.00127 and 56% / 57% / 55%$500 incentiveThank you Michaell for the reply. May I assume 2%+ on residual based on 36/12?Correct ",Yes
1,Honda,Honda Accord,246,87turbobuick,Member,15,2020-02-03,23:48:27,"May I request for the MF, RV on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively for Zip: 12603 w/36mo-15K plus any incentives - thanks ",No
1,Honda,Honda Accord,247,kyfdx,Moderator,217095,2020-02-04,03:17:10,"87turbobuick said:May I request for the MF, RV on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively for Zip: 12603 w/36mo-15K plus any incentives - thanks.00127 MF56%, 57%, 55% residual$500 incentive ",Yes
1,Honda,Honda Accord,248,mard71,Member,57,2020-02-05,15:52:37,"Hi,What are the February MF and residual value for 2020 Accord Touring 2.0T?Zip code: 1180336 months 10K Loyalty and other incentives for current Honda owner (2016 Pilot)? Is it $750 loyalty plus $500 incentive?Thanks! ",No
1,Honda,Honda Accord,249,Dorie497,Member,3,2020-02-05,22:14:48,Good afternoon guys!Can someone be kind enough to drop some figures for me?I need mf and residual for Honda Accord sport 1.5 for 06112 - Connecticut 36/1236/15 ,No
1,Honda,Honda Accord,250,Michaell,Moderator,219539,2020-02-06,20:24:35,"mard71 said:Hi,What are the February MF and residual value for 2020 Accord Touring 2.0T?Zip code: 1180336 months 10K Loyalty and other incentives for current Honda owner (2016 Pilot)? Is it $750 loyalty plus $500 incentive?Thanks!.00127 and 58%$500 incentive$750 loyalty ",Yes
1,Honda,Honda Accord,251,Michaell,Moderator,219539,2020-02-06,20:25:18,Dorie497 said:Good afternoon guys!Can someone be kind enough to drop some figures for me?I need mf and residual for Honda Accord sport 1.5 for 06112 - Connecticut 36/1236/1536/15.00127 and 57%$500 incentive ,Yes
1,Honda,Honda Accord,252,Roe_roe2019,Member,21,2020-02-06,23:34:59,"Any thoughts on this deal? Could I do better? 34786. Thanks!Residual %	59%MSRP $31,900 Base Cap Cost $27,631 Additional Lease Costs	Dealer Acquisition Fee $799 Extended Warranties $ Gross Capitalized Cost $28,430 Capitalized Cost Reductions	Down Payments $1,000 Trade In Allowances	Net Capitalized Cost $27,430 Lease Terms and Taxes	Residual Value $18,821 Money Factor	0.00127APR	3.0%Term of Lease 36 Sales Tax	6.5%Calculation of Lease Cost	Depreciation $8,609.00 Finance or Rent Charge $2,114.60 Sales Tax on Lease $697.03 Total of All Payments $16,875.00 Total Lease Payment $11,555.00 Sales Tax Due on Down Payment $65.00 Calculation of Monthly Lease Payment	Monthly Lease Payment $297.88 Sales Tax on Lease Payment $19.36 Total Monthly Lease Payment $317.24  ",No
1,Honda,Honda Accord,253,Roe_roe2019,Member,21,2020-02-06,23:37:57,"Roe_roe2019 said:Any thoughts on this deal? Could I do better? 34786. Thanks!Residual %	59%MSRP $31,900 Base Cap Cost $27,631 Additional Lease Costs	Dealer Acquisition Fee $799 Extended Warranties $ Gross Capitalized Cost $28,430 Capitalized Cost Reductions	Down Payments $1,000 Trade In Allowances	Net Capitalized Cost $27,430 Lease Terms and Taxes	Residual Value $18,821 Money Factor	0.00127APR	3.0%Term of Lease 36 Sales Tax	6.5%Calculation of Lease Cost	Depreciation $8,609.00 Finance or Rent Charge $2,114.60 Sales Tax on Lease $697.03 Total of All Payments $16,875.00 Total Lease Payment $11,555.00 Sales Tax Due on Down Payment $65.00 Calculation of Monthly Lease Payment	Monthly Lease Payment $297.88 Sales Tax on Lease Payment $19.36 Total Monthly Lease Payment $317.24 From Classic Honda2020 2.0L T I-4 FWD ",Yes
1,Honda,Honda Accord,254,Michaell,Moderator,219539,2020-02-07,13:51:20,"Roe_roe2019 said:Any thoughts on this deal? Could I do better? 34786. Thanks!Residual %	59%MSRP $31,900 Base Cap Cost $27,631 Additional Lease Costs	Dealer Acquisition Fee $799 Extended Warranties $ Gross Capitalized Cost $28,430 Capitalized Cost Reductions	Down Payments $1,000 Trade In Allowances	Net Capitalized Cost $27,430 Lease Terms and Taxes	Residual Value $18,821 Money Factor	0.00127APR	3.0%Term of Lease 36 Sales Tax	6.5%Calculation of Lease Cost	Depreciation $8,609.00 Finance or Rent Charge $2,114.60 Sales Tax on Lease $697.03 Total of All Payments $16,875.00 Total Lease Payment $11,555.00 Sales Tax Due on Down Payment $65.00 Calculation of Monthly Lease Payment	Monthly Lease Payment $297.88 Sales Tax on Lease Payment $19.36 Total Monthly Lease Payment $317.24 What trim level is this quote for? ",Yes
1,Honda,Honda Accord,255,Roe_roe2019,Member,21,2020-02-07,14:17:55,"Sport 2.0T 2.0L I-4emailed me back with the fees, tag and taxes included. looking close to $360 monthly? PURCHASEMarket Value	$31,990.00Savings	$4,359.00Price	$27,631.00Added Equip*	$0.00**Doc Fee	$799.00Electronic Filing Fee	$199.87Battery + Tire Tax	$6.50SUBTOTAL	$28,636.37Sales Tax (6%+$25)	$1,743.18Transfer Tag	$225.00TOTALCASHPRICE	$30,604.55TotalCredits	($0.00)TRADE-INPAYOFF	$0.00BALANCEDUE	$30,604.55 ",No
1,Honda,Honda Accord,256,Michaell,Moderator,219539,2020-02-08,03:09:23,"Roe_roe2019 said:Sport 2.0T 2.0L I-4emailed me back with the fees, tag and taxes included. looking close to $360 monthly? PURCHASEMarket Value	$31,990.00Savings	$4,359.00Price	$27,631.00Added Equip*	$0.00**Doc Fee	$799.00Electronic Filing Fee	$199.87Battery + Tire Tax	$6.50SUBTOTAL	$28,636.37Sales Tax (6%+$25)	$1,743.18Transfer Tag	$225.00TOTALCASHPRICE	$30,604.55TotalCredits	($0.00)TRADE-INPAYOFF	$0.00BALANCEDUE	$30,604.55.00127 and 59% for 36/10Using the supplied MSRP and ""Balance Due"", I get $389/mo - $412/mo with tax.How much are they expecting from you at signing? ",Yes
1,Honda,Honda Accord,257,Imkaying,Member,2,2020-02-08,16:08:17,"Hi, can I please have the MF, residiual and incentives for a 2020 Accord LX with 10k/36 months in 11214?Thank you! ",No
1,Honda,Honda Accord,258,Pdela72754,Member,1,2020-02-08,17:21:25,"Hi can i please have the MF, residual and incentives + loyalty for a 2020 accord sport 1.5 10k/36 months and 12k/36 months in 33150 ",No
1,Honda,Honda Accord,259,Michaell,Moderator,219539,2020-02-09,04:51:51,"Imkaying said:Hi, can I please have the MF, residiual and incentives for a 2020 Accord LX with 10k/36 months in 11214?Thank you!.00127 and 59%$500 incentives ",Yes
1,Honda,Honda Accord,260,Michaell,Moderator,219539,2020-02-09,04:53:15,"Pdela72754 said:Hi can i please have the MF, residual and incentives + loyalty for a 2020 accord sport 1.5 10k/36 months and 12k/36 months in 33150 36/12.00127 and 59%$500 incentive$750 loyalty ",Yes
1,Honda,Honda Accord,261,hondadude550,Member,6,2020-02-09,19:11:08,"Hello can I have the MF, Residual and incentives for 2020 Honda Accord Sport 1.5 12k/36 months and 10k/36months. Zip 10473. Thank you ",No
1,Honda,Honda Accord,262,kyfdx,Moderator,217095,2020-02-09,21:23:06,"hondadude550 said:Hello can I have the MF, Residual and incentives for 2020 Honda Accord Sport 1.5 12k/36 months and 10k/36months. Zip 10473. Thank you36/12.00127 MF and 59% residual$500 incentive ",Yes
1,Honda,Honda Accord,263,fordf150fan,Member,5,2020-02-10,19:18:14,"MF and Residual for 2020 Honda Accord Sport 1.5T. 12k/36 months and 15k/36 months. 33040/33034 (South Florida). Any incentives? If so, can they be combined with the $500 Military Appreciation Offer?Thank you in advance. You all helped me successfully lease my last two vehicles! ",No
1,Honda,Honda Accord,264,Michaell,Moderator,219539,2020-02-11,05:44:09,"fordf150fan said:MF and Residual for 2020 Honda Accord Sport 1.5T. 12k/36 months and 15k/36 months. 33040/33034 (South Florida). Any incentives? If so, can they be combined with the $500 Military Appreciation Offer?Thank you in advance. You all helped me successfully lease my last two vehicles!36/15.00127 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,265,jlawmum11,Member,2,2020-02-12,13:07:22,"Hi, can I please have the mf and residual for a 2020 Accord Touring 2.0T And touring hybrid with 12k / 36m in 68138? ",No
1,Honda,Honda Accord,266,kyfdx,Moderator,217095,2020-02-12,14:32:17,"jlawmum11 said:Hi, can I please have the mf and residual for a 2020 Accord Touring 2.0T And touring hybrid with 12k / 36m in 68138?HYB: .00215 MF and 54% residualGas: .00127 MF and 57% residual$500 incentive ",Yes
1,Honda,Honda Accord,267,Millz1273,Member,10,2020-02-14,11:41:28,"Hello, can I please have the mf, residual, incentives, etc. for a 2020 Accord Sport 2.0T, 12k/36 in 19020? TY ",No
1,Honda,Honda Accord,268,kyfdx,Moderator,217095,2020-02-14,18:20:38,"Millz1273 said:Hello, can I please have the mf, residual, incentives, etc. for a 2020 Accord Sport 2.0T, 12k/36 in 19020? TY.00163 MF and 58% residual$500 incentive ",Yes
1,Honda,Honda Accord,269,justdeb__,Member,15,2020-02-14,19:27:19,"Hi, Could I get MF, residual and incentives for a 2020 Accord LX? 10/36 and 12/36, zip 90248. I should also add we have a lease on an Accord due to expire in April, but willing to sign on new lease this month. Thanks in advance! ",No
1,Honda,Honda Accord,270,kyfdx,Moderator,217095,2020-02-14,19:38:58,"justdeb__ said:Hi, Could I get MF, residual and incentives for a 2020 Accord LX? 10/36 and 12/36, zip 90248. I should also add we have a lease on an Accord due to expire in April, but willing to sign on new lease this month. Thanks in advance!36/12.00163 MF and 58% residual$500 incentiveNo point in jumping the gun. They aren't going to stop making Accords. ",Yes
1,Honda,Honda Accord,271,drg6654,Member,57,2020-02-15,22:27:37,Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty? ,No
1,Honda,Honda Accord,272,Michaell,Moderator,219539,2020-02-15,22:29:23,drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code? ,Yes
1,Honda,Honda Accord,273,drg6654,Member,57,2020-02-15,22:30:07,32792 Michaell said: drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code?,Yes
1,Honda,Honda Accord,274,Michaell,Moderator,219539,2020-02-15,23:23:49,drg6654 said:32792 Michaell said: drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code?.00127 and 56%$500 incentive$750 loyalty ,Yes
1,Honda,Honda Accord,275,drg6654,Member,57,2020-02-16,15:58:42,Michaell said: drg6654 said:32792 Michaell said: drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code?.00127 and 56%$500 incentive$750 loyaltyWhat is the 500 incentive? ,Yes
1,Honda,Honda Accord,276,Michaell,Moderator,219539,2020-02-16,16:51:51,drg6654 said: Michaell said: drg6654 said:32792 Michaell said: drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code?.00127 and 56%$500 incentive$750 loyaltyWhat is the 500 incentive?Honda to Dealer; will be reflected in any price offered to you. ,Yes
1,Honda,Honda Accord,277,Millz1273,Member,10,2020-02-16,18:52:40,"Hello, can I please have the mf, residual, incentives, etc. for a 2020 Accord EX-L 2.0T, 12k/36 in 19020? TY ",No
1,Honda,Honda Accord,278,kyfdx,Moderator,217095,2020-02-16,20:59:31,"Millz1273 said:Hello, can I please have the mf, residual, incentives, etc. for a 2020 Accord EX-L 2.0T, 12k/36 in 19020? TY.00127 MF and 56% residual$500 incentive ",Yes
1,Honda,Honda Accord,279,Alexnyc3,Member,1,2020-02-17,03:28:28,"Hi,MF, residual for Accord EX1.5 12/36 11377TY ",No
1,Honda,Honda Accord,280,vegas160,Member,16,2020-02-17,05:21:48,"Hello,Can I get the MF, residual for a 2020 Accord EX 1.5T 36/12k at 89149 ",No
1,Honda,Honda Accord,281,Michaell,Moderator,219539,2020-02-17,07:07:50,"Alexnyc3 said:Hi,MF, residual for Accord EX1.5 12/36 11377TY.00127 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,282,Michaell,Moderator,219539,2020-02-17,07:08:05,"vegas160 said:Hello,Can I get the MF, residual for a 2020 Accord EX 1.5T 36/12k at 89149.00127 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,283,LongLasting,Member,10,2020-02-17,14:44:50,"Can I get the MF, residual for a 2020 Accord EX 1.5T 36/12k at 94015 ",No
1,Honda,Honda Accord,284,jhresto,Member,10,2020-02-17,17:19:52,"What are the MF and residual values for 2020 Accord Hybrid, 36/15k miles, Milwaukee, WI (53211, or 53212)? Are there any incentives available? How long do these numbers stay in place? Thanks in advance! ",No
1,Honda,Honda Accord,285,charles0322,Member,3,2020-02-17,21:51:44,"Hi, may I, please, have MF, incentives and residual for 2020 Accord EX 1.5T 36/12k and 36/15 with zip code 02038? Thanks! ",No
1,Honda,Honda Accord,286,Zingking,Member,11,2020-02-17,22:38:28,"kyfdx said: Zingking said: Michaell said: Zingking said:Hi there,May I request for the MF, Residual on 2020 Accord LX, Sport 1.5T and EX 1.5T respectively? Zip: 9250436/15.00127 and 56% / 57% / 55%$500 incentiveThank you Michaell for the reply. May I assume 2%+ on residual based on 36/12?CorrectFor an Accord LX, I got a quotation of $269 with 0 down 0 driveoff via text message. Am more than confident to get $250 or less. Thank you for all the info.Ended up with Mazda 6... Will post details on a relevant page.  ",Yes
